,Accession number,UniProt Annotation Status,Description,Cluster numbers
8005,K3VGL4,TrEMBL,Uncharacterized protein ,92
8006,A0A0B7KCQ2,TrEMBL,Uncharacterized protein ,92
8007,A0A0S7DR77,TrEMBL,Uncharacterized protein ,92
8008,A0A179IAS0,TrEMBL,Uncharacterized protein ,92
8009,A0A024SEZ2,TrEMBL,Acyl-CoA N-acyltransferase ,92
8010,G4NIB2,TrEMBL,Uncharacterized protein ,92
8011,A0A179G2L2,TrEMBL,C6 zinc finger domain-containing protein ,92
8012,A0A024SJB7,TrEMBL,Putative GNAT family acetyltransferase ,92
8013,A0A0C4DNC3,TrEMBL,Uncharacterized protein ,92
8014,A0A182FFI0,TrEMBL,Uncharacterized protein ,93
8015,B0X0P4,TrEMBL,Uncharacterized protein ,93
8016,B4H3P8,TrEMBL,GL15167 ,93
8017,A0A1A9WFL7,TrEMBL,Uncharacterized protein ,93
8018,A0A0M4EY82,TrEMBL,CG15766 ,93
8019,B0X0P5,TrEMBL,Uncharacterized protein ,93
8020,A0A1A9ZJA4,TrEMBL,Uncharacterized protein ,93
8021,B3MR47,TrEMBL,Uncharacterized protein ,93
8022,Q17IR6,TrEMBL,AAEL002255-PA ,93
8023,A0A1B0AG00,TrEMBL,Uncharacterized protein ,93
8024,W8BWT5,TrEMBL,Uncharacterized protein ,93
8025,A0A182G9C1,TrEMBL,Uncharacterized protein ,93
8026,B4JL23,TrEMBL,GH12774 ,93
8027,B4NC24,TrEMBL,Uncharacterized protein ,93
8028,A0A0L0BTE4,TrEMBL,Uncharacterized protein ,93
8029,B0X9J2,TrEMBL,Uncharacterized protein ,93
8030,Q0IFG3,TrEMBL,AAEL004847-PA ,93
8031,T1GZ45,TrEMBL,Uncharacterized protein ,93
8032,A0A034W3K8,TrEMBL,Uncharacterized protein ,93
8033,A0A1I8N690,TrEMBL,Uncharacterized protein ,93
8034,T1GJD7,TrEMBL,Uncharacterized protein ,93
8035,A0A1I8N5A4,TrEMBL,Uncharacterized protein ,93
8036,A0A1J1J6G6,TrEMBL,CLUMA_CG019579,93
8037,A0A1J1J213,TrEMBL,CLUMA_CG019794,93
8038,T1GHU7,TrEMBL,Uncharacterized protein ,93
8039,A0A1W4V849,TrEMBL,dopamine N-acetyltransferase ,93
8040,A0A1I8PZ48,TrEMBL,Uncharacterized protein ,93
8041,A0A1L8EG26,TrEMBL,Uncharacterized protein ,93
8042,A0A0A9XJ46,TrEMBL,N-acetyltransferase 6 ,94
8043,B0WX72,TrEMBL,Uncharacterized protein ,94
8044,Q16FC9,TrEMBL,AAEL014822-PA ,94
8045,A0A1W7R501,TrEMBL,Uncharacterized protein ,94
8046,A0A023F168,TrEMBL,Uncharacterized protein ,94
8047,A0A182PV95,TrEMBL,Uncharacterized protein ,94
8048,A0A0C9R9E6,TrEMBL,Nat6_0 protein ,94
8049,A0A026W8M2,TrEMBL,N-acetyltransferase ,94
8050,W5JM06,TrEMBL,Uncharacterized protein ,94
8051,A0A1B0CGM5,TrEMBL,Uncharacterized protein ,94
8052,X1WJD2,TrEMBL,Uncharacterized protein ,94
8053,A0A087ZZQ2,TrEMBL,Uncharacterized protein ,94
8054,A0A212EZH7,TrEMBL,Uncharacterized protein ,94
8055,A0A194RI61,TrEMBL,N-acetyltransferase 6 ,94
8056,A0A1A9XMS2,TrEMBL,Uncharacterized protein ,94
8057,A0A1W4WYH2,TrEMBL,N-acetyltransferase 6 ,94
8058,D6WR31,TrEMBL,Uncharacterized protein ,94
8059,K7JNG4,TrEMBL,Uncharacterized protein ,94
8060,A0A1Q3FTZ8,TrEMBL,Putative agap001594-pa-like protein ,94
8061,A0A0K8TMG9,TrEMBL,Putative n-acetyltransferase 6-like isoform x2 ,94
8062,H9IU88,TrEMBL,Uncharacterized protein ,94
8063,A0A1B6CMK8,TrEMBL,Uncharacterized protein ,94
8064,N6TU23,TrEMBL,Uncharacterized protein ,94
8065,A0A1Y1NE24,TrEMBL,Uncharacterized protein ,94
8066,A0A1J1I2Q4,TrEMBL,CLUMA_CG008131,94
8068,S4NWR7,TrEMBL,N-acetyltransferase 6 ,94
8069,A0A1J1I2S1,TrEMBL,CLUMA_CG008147,94
8070,G2QHP0,TrEMBL,Uncharacterized protein ,95
8071,A0A0B7K0D2,TrEMBL,Uncharacterized protein ,95
8072,A0A086T991,TrEMBL,Uncharacterized protein ,95
8073,B2ARA8,TrEMBL,Podospora anserina S mat+ genomic DNA chromosome 4,95
8074,G4V1G8,TrEMBL,Uncharacterized protein ,95
8075,A0A084R6C8,TrEMBL,Uncharacterized protein ,95
8076,A0A0L0N296,TrEMBL,Uncharacterized protein ,95
8077,A0A1J7IAZ8,TrEMBL,Uncharacterized protein ,95
8078,K1W542,TrEMBL,Glutamyl-tRNA(Gln) amidotransferase subunit A ,95
8079,G0SA31,TrEMBL,Uncharacterized protein ,95
8080,A0A167KGD2,TrEMBL,GNAT family acetyltransferase ,95
8081,G2QQY8,TrEMBL,Uncharacterized protein ,95
8082,A0A1E1MHQ5,TrEMBL,Related to DUR1,95
8083,L7IT34,TrEMBL,Uncharacterized protein ,95
8084,A0A194UNA8,TrEMBL,Mycothiol acetyltransferase ,95
8085,A0A194XJI2,TrEMBL,Amidase signature enzyme ,95
8086,A0A0B2WZU8,TrEMBL,GNAT family acetyltransferase ,95
8087,A0A1E1KU40,TrEMBL,Related to DUR1,95
8088,A0A0J0AM38,TrEMBL,Uncharacterized protein ,95
8089,G9ML33,TrEMBL,Uncharacterized protein ,95
8090,A0A167YJM4,TrEMBL,GNAT family acetyltransferase ,95
8091,F7W535,TrEMBL,WGS project CABT00000000 data,95
8092,A0A1L7VB64,TrEMBL,Uncharacterized protein ,95
8093,A0A175WD00,TrEMBL,Sterol uptake control protein 2 ,95
8094,A0A0M8MZU1,TrEMBL,Uncharacterized protein ,95
8095,W9CW48,TrEMBL,Uncharacterized protein ,95
8096,S3D1V0,TrEMBL,Amidase signature (AS) enzyme ,95
8097,A0A0C4DZV1,TrEMBL,Uncharacterized protein ,95
8098,Q2GSF6,TrEMBL,Uncharacterized protein ,95
8099,A0A1X2GI32,TrEMBL,Acyl-CoA N-acyltransferase ,96
8100,A0A1X2IEC4,TrEMBL,Acyl-CoA N-acyltransferase ,96
8101,A0A077WLZ4,TrEMBL,Uncharacterized protein ,96
8102,I1CD95,TrEMBL,Uncharacterized protein ,96
8103,S2JN86,TrEMBL,Uncharacterized protein ,96
8104,A0A1X2HDB1,TrEMBL,Acyl-CoA N-acyltransferase ,96
8105,A0A1X2GZN5,TrEMBL,Acyl-CoA N-acyltransferase ,96
8106,S2J7X4,TrEMBL,Uncharacterized protein ,96
8107,A0A1C7NDR4,TrEMBL,Uncharacterized protein ,96
8108,A0A0A1NM86,TrEMBL,Acyl-CoA N-acyltransferase ,96
8109,A0A1X2GI93,TrEMBL,Acyl-CoA N-acyltransferase ,96
8110,I1CVF9,TrEMBL,Uncharacterized protein ,96
8111,A0A068RHX3,TrEMBL,Uncharacterized protein ,96
8112,A0A261XWN6,TrEMBL,Uncharacterized protein ,96
8113,A0A0C9MN83,TrEMBL,ENTH-domain-containing protein ,96
8114,A0A1Y1YTN6,TrEMBL,Acyl-CoA N-acyltransferase ,96
8115,A0A1Y2GWV1,TrEMBL,Acyl-CoA N-acyltransferase ,96
8116,A0A167Q5W9,TrEMBL,Uncharacterized protein ,96
8117,A0A1Y1Z403,TrEMBL,Acyl-CoA N-acyltransferase ,96
8118,A0A163KA04,TrEMBL,Uncharacterized protein ,96
8119,A0A197K1A1,TrEMBL,Acyl-CoA N-acyltransferase ,96
8120,A0A167MRV7,TrEMBL,Uncharacterized protein ,96
8121,A0A0B7NK64,TrEMBL,Uncharacterized protein ,96
8122,A0A1C7NIU6,TrEMBL,Uncharacterized protein ,96
8123,A0A1X2GZF8,TrEMBL,Acyl-CoA N-acyltransferase ,96
8124,A0A1D1YYB9,TrEMBL,Putative N-acetyltransferase YdgE ,97
8125,M0S4M2,TrEMBL,Uncharacterized protein ,97
8126,W9SEL7,TrEMBL,Uncharacterized protein ,97
8127,A0A022RI20,TrEMBL,Uncharacterized protein ,97
8128,W1PMH2,TrEMBL,Uncharacterized protein ,97
8129,A0A1U7WPS1,TrEMBL,uncharacterized protein LOC104230753 ,97
8130,B9HLL0,TrEMBL,Uncharacterized protein ,97
8131,D8RMA0,TrEMBL,Uncharacterized protein ,97
8132,A0A0K9QA46,TrEMBL,Uncharacterized protein ,97
8134,A0A022RHE0,TrEMBL,Uncharacterized protein ,97
8135,A0A200R5V4,TrEMBL,GNAT domain ,97
8136,A9NZ99,TrEMBL,Uncharacterized protein ,97
8137,A0A0K9P1C1,TrEMBL,GCN5-related N-acetyltransferase ,97
8138,A0A176VZY0,TrEMBL,Uncharacterized protein ,97
8139,A0A1S3C3C1,TrEMBL,uncharacterized protein LOC103496423 ,97
8140,A0A1D1Y3R0,TrEMBL,Putative N-acetyltransferase YdgE ,97
8141,A0A1Y1HUW6,TrEMBL,Uncharacterized protein ,97
8142,A0A0D2VR42,TrEMBL,Uncharacterized protein ,97
8143,A0A0D3FBT5,TrEMBL,Uncharacterized protein ,97
8144,A0A199VJN9,TrEMBL,Uncharacterized protein ,97
8145,V4LPU4,TrEMBL,Uncharacterized protein ,97
8146,I3SHA2,TrEMBL,Uncharacterized protein ,97
8147,A0A0S3TAA5,TrEMBL,Uncharacterized protein ,97
8148,A0A199VYF3,TrEMBL,Mediator of DNA damage checkpoint protein 1 ,98
8149,A0A087H4E0,TrEMBL,Uncharacterized protein ,98
8150,F6HLN0,TrEMBL,Uncharacterized protein ,98
8151,I1PV37,TrEMBL,Uncharacterized protein ,98
8152,M4CK88,TrEMBL,Uncharacterized protein ,98
8153,A0A200QTR2,TrEMBL,GNAT domain ,98
8154,M0SCZ2,TrEMBL,Uncharacterized protein ,98
8155,W9RS25,TrEMBL,PAX-interacting protein 1 ,98
8156,A0A068V0P4,TrEMBL,Uncharacterized protein ,98
8157,A9T3S9,TrEMBL,Predicted protein ,98
8158,V4MJQ6,TrEMBL,Uncharacterized protein ,98
8159,A0A218XJR8,TrEMBL,Uncharacterized protein ,98
8160,A0A022PT02,TrEMBL,Uncharacterized protein ,98
8161,A0A0E0PLQ9,TrEMBL,Uncharacterized protein ,98
8162,A0A067JQS9,TrEMBL,Uncharacterized protein ,98
8163,A9RY24,TrEMBL,Predicted protein ,98
8164,A0A1D6M2X2,TrEMBL,N-acetyltransferase ,98
8165,Q6AUP5,TrEMBL,Os05g0376600 protein ,98
8166,A0A1S3E0M6,TrEMBL,uncharacterized protein LOC101489274 isoform X1 ,98
8167,A0A1U8B292,TrEMBL,uncharacterized protein LOC104608888 isoform X1 ,98
8168,A0A0K9S0V1,TrEMBL,Uncharacterized protein ,98
8169,A0A176WRM7,TrEMBL,Uncharacterized protein ,98
8170,B9FPA5,TrEMBL,Uncharacterized protein ,98
8171,A0A1D6M2X0,TrEMBL,N-acetyltransferase ,98
8172,M2SWY5,TrEMBL,Uncharacterized protein ,99
8173,A0A1V6TRA0,TrEMBL,Uncharacterized protein ,99
8174,S7ZZP6,TrEMBL,Uncharacterized protein ,99
8175,A0A0P7BEC1,TrEMBL,Uncharacterized protein ,99
8176,A0A0B4FCP9,TrEMBL,Acyl-CoA N-acyltransferase ,99
8178,S3DX42,TrEMBL,Acyl-CoA N-acyltransferases (Nat) ,99
8179,A0A1L9Q3E4,TrEMBL,Uncharacterized protein ,99
8180,B6HR86,TrEMBL,Pc22g24710 protein ,99
8181,A0A177BV10,TrEMBL,Uncharacterized protein ,99
8182,A0A074Y918,TrEMBL,Uncharacterized protein ,99
8183,A0A1F8AGM8,TrEMBL,Uncharacterized protein ,99
8184,A0A074WYW1,TrEMBL,Uncharacterized protein ,99
8185,A0A163A1P8,TrEMBL,N-acetyltransferase ,99
8186,A0A1Q5T683,TrEMBL,Uncharacterized protein ,99
8187,R0IHF8,TrEMBL,Uncharacterized protein ,99
8188,A0A1L9WQ41,TrEMBL,Uncharacterized protein ,99
8189,A0A177DAZ1,TrEMBL,Uncharacterized protein ,99
8190,A0A1Y2M4D6,TrEMBL,Uncharacterized protein ,99
8191,A0A179HYL9,TrEMBL,GCN5-related N-acetyltransferase (GNAT) domain-containingprotein ,99
8192,A0A074VFY0,TrEMBL,Uncharacterized protein ,99
8193,A0A074WD25,TrEMBL,Uncharacterized protein ,99
8194,V5FTH9,TrEMBL,Uncharacterized protein ,99
8195,C7Z4G7,TrEMBL,Uncharacterized protein ,99
8196,A0A068URI1,TrEMBL,Uncharacterized protein ,100
8197,G3MHC8,TrEMBL,Uncharacterized protein ,100
8198,A0A1S3BAH8,TrEMBL,acetyltransferase At1g77540 isoform X1 ,100
8199,A0A0K9PRI9,TrEMBL,Acyl-CoA N-acyltransferases (NAT) superfamily protein ,100
8200,A0A0K9S045,TrEMBL,Uncharacterized protein ,100
8201,G7J502,TrEMBL,Acyl-CoA N-acyltransferase (NAT) superfamily protein ,100
8202,A0A0D9ZKX3,TrEMBL,Uncharacterized protein ,100
8203,A0A1R3KYP7,TrEMBL,Acyl-CoA N-acyltransferase ,100
8204,A0A059BY81,TrEMBL,Uncharacterized protein ,100
8205,A0A2C9WEI7,TrEMBL,Uncharacterized protein ,100
8206,S8CC93,TrEMBL,Uncharacterized protein ,100
8207,A0A0D3CW62,TrEMBL,Uncharacterized protein ,100
8209,M0T7Z1,TrEMBL,Uncharacterized protein ,100
8210,A0A0C9QMA4,TrEMBL,TSA: Wollemia nobilis Ref_Wollemi_Transcript_22832_799 transcribed RNA sequence ,100
8211,A0A199VQR1,TrEMBL,Acetyltransferase ,100
8212,A0A287IH35,TrEMBL,Uncharacterized protein ,100
8213,A0A022Q5U3,TrEMBL,Uncharacterized protein ,100
8214,A0A151RT25,TrEMBL,Uncharacterized protein At1g77540 family ,100
8215,W1PLG7,TrEMBL,Uncharacterized protein ,100
8216,A9NK54,TrEMBL,Uncharacterized protein ,100
8217,W9SD96,TrEMBL,Uncharacterized protein ,100
8218,A0A1Z5RCY8,TrEMBL,Uncharacterized protein ,100
8219,Q9CAQ2,SwissProt,Acetyltransferase At1g77540,100
8220,A0A0F8A4J5,TrEMBL,Uncharacterized protein ,101
8221,A0A0C3HGS3,TrEMBL,Uncharacterized protein ,101
8222,F9FIM8,TrEMBL,Uncharacterized protein ,101
8223,A0A1L7XXR6,TrEMBL,Uncharacterized protein ,101
8224,C7YMW6,TrEMBL,Uncharacterized protein ,101
8225,A0A1L9UND6,TrEMBL,Uncharacterized protein ,101
8226,A0A094AM76,TrEMBL,Uncharacterized protein ,101
8227,S3CHR0,TrEMBL,Acyl-CoA N-acyltransferases (Nat) ,101
8228,A0A1L7WR10,TrEMBL,Uncharacterized protein ,101
8229,A0A094ABB4,TrEMBL,Uncharacterized protein ,101
8230,A0A166LKS3,TrEMBL,Uncharacterized protein ,101
8231,A0A167YZP0,TrEMBL,Acyl-CoA N-acyltransferase ,101
8232,A0A166YWT1,TrEMBL,Uncharacterized protein ,101
8233,A0A132B4A9,TrEMBL,Uncharacterized protein ,101
8234,A0A1E3PVN7,TrEMBL,Uncharacterized protein ,101
8235,G7DY44,TrEMBL,Uncharacterized protein ,101
8236,A0A0G4LH30,TrEMBL,Uncharacterized protein ,101
8237,A0A1V6PAT4,TrEMBL,Uncharacterized protein ,101
8238,A0A098DH41,TrEMBL,Uncharacterized protein ,101
8239,A0A094GBV9,TrEMBL,Uncharacterized protein ,101
8240,A0A1Q5UGH6,TrEMBL,Uncharacterized protein ,101
8241,R8BUZ3,TrEMBL,Uncharacterized protein ,101
8242,A0A218YU01,TrEMBL,Uncharacterized protein ,101
8243,A0A1V6Z765,TrEMBL,Uncharacterized protein ,101
8244,A0A0N1HMZ6,TrEMBL,Putative N-acetyltransferase p20 ,102
8245,A0A0C3C5M0,TrEMBL,Uncharacterized protein ,102
8246,A0A0D2L701,TrEMBL,Uncharacterized protein ,102
8247,A0A1Y2CD23,TrEMBL,Acyl-CoA N-acyltransferase ,102
8248,A0A0D2AA09,TrEMBL,Uncharacterized protein ,102
8249,A0A0D2A3B6,TrEMBL,Uncharacterized protein ,102
8250,G4N8K9,TrEMBL,Acetyltransferase ,102
8251,L7JI03,TrEMBL,Uncharacterized protein ,102
8252,A0A139GTZ0,TrEMBL,Uncharacterized protein ,102
8253,A0A0D1Z1V6,TrEMBL,Uncharacterized protein ,102
8254,A0A0C9XJI7,TrEMBL,Unplaced genomic scaffold K443scaffold_68,102
8255,W2SEH9,TrEMBL,Uncharacterized protein ,102
8256,A0A0D1XHW5,TrEMBL,Uncharacterized protein ,102
8257,A0A0D1WKH8,TrEMBL,Uncharacterized protein ,102
8258,U1GVT2,TrEMBL,Uncharacterized protein ,102
8259,A0A072PGI2,TrEMBL,Uncharacterized protein ,102
8260,A0A067TPV7,TrEMBL,Uncharacterized protein ,102
8261,A0A0L0HPP2,TrEMBL,Acetyltransferase ,102
8262,A0A0D2IVD1,TrEMBL,Uncharacterized protein ,102
8263,W9WIR7,TrEMBL,Uncharacterized protein ,102
8264,A0A166KXC9,TrEMBL,Acyl-CoA N-acyltransferase ,102
8265,A0A0D2HWM7,TrEMBL,Unplaced genomic scaffold supercont1.2,102
8266,A0A0C4DW21,TrEMBL,Acetyltransferase ,102
8267,A0A0D2G481,TrEMBL,Uncharacterized protein ,102
8268,A0A175W4Y5,TrEMBL,Uncharacterized protein ,103
8269,W9Y254,TrEMBL,Uncharacterized protein ,103
8270,A0A0C3CEN7,TrEMBL,Uncharacterized protein ,103
8271,A0A0C2Z9S3,TrEMBL,Uncharacterized protein ,103
8272,A0A1J7J433,TrEMBL,Uncharacterized protein ,103
8273,A0A1L7XBY8,TrEMBL,Uncharacterized protein ,103
8274,A0A165ESZ1,TrEMBL,Uncharacterized protein ,103
8275,A0A0L6WYL2,TrEMBL,Proteasome endopeptidase complex ,103
8276,D8PXK0,TrEMBL,Uncharacterized protein ,103
8277,D8PXJ1,TrEMBL,Uncharacterized protein ,103
8278,A0A146HL03,TrEMBL,Uncharacterized protein ,103
8279,A0A0U1LWK1,TrEMBL,DNA (Cytosine-5)-methyltransferase PliMCI ,103
8280,A0A067SH09,TrEMBL,Uncharacterized protein ,103
8281,C7Z143,TrEMBL,Predicted protein ,103
8282,E4V762,TrEMBL,Uncharacterized protein ,103
8283,A0A1L9U7M4,TrEMBL,Uncharacterized protein ,103
8284,A0A178ZMZ4,TrEMBL,Uncharacterized protein ,103
8285,A0A0D0BX09,TrEMBL,Unplaced genomic scaffold GYMLUscaffold_28,103
8286,G4TQS3,TrEMBL,Uncharacterized protein ,103
8287,B2AQ04,TrEMBL,Podospora anserina S mat+ genomic DNA chromosome 4,103
8288,A0A0C3CX76,TrEMBL,Uncharacterized protein ,103
8289,A0A0D2F674,TrEMBL,Unplaced genomic scaffold supercont1.2,103
8290,A0A0D2CLQ7,TrEMBL,Uncharacterized protein ,103
8291,A0A1L7WV32,TrEMBL,Uncharacterized protein ,103
8293,A0A218VQ67,TrEMBL,Uncharacterized protein ,104
8294,A0A1Q3CNH6,TrEMBL,Acetyltransf_1 domain-containing protein ,104
8295,A0A059AVB9,TrEMBL,Uncharacterized protein ,104
8296,A0A200QM79,TrEMBL,GNAT domain ,104
8297,A0A251UKA3,TrEMBL,Putative acyl-CoA N-acyltransferases (NAT) superfamily protein ,104
8298,A0A1E5V8Y4,TrEMBL,Uncharacterized protein ,104
8299,C1MNA1,TrEMBL,Predicted protein ,104
8300,A0A1P8ATB1,TrEMBL,Acyl-CoA N-acyltransferases (NAT) superfamily protein ,104
8301,A0A0E0CS32,TrEMBL,Uncharacterized protein ,104
8302,A0A061RHR3,TrEMBL,Acyl-n-acyltransferases superfamily protein isoform 1 ,104
8303,A9SNG2,TrEMBL,Predicted protein ,104
8304,A0A199W723,TrEMBL,N-alpha-acetyltransferase 40 ,104
8305,A0A0K9RZX0,TrEMBL,Uncharacterized protein ,104
8306,F6I1V6,TrEMBL,Uncharacterized protein ,104
8307,A9RUQ2,TrEMBL,Predicted protein ,104
8308,A0A1U8I3D0,TrEMBL,N-alpha-acetyltransferase 40-like isoform X3 ,104
8309,A9SNU2,TrEMBL,Predicted protein ,104
8310,A0A287UVB8,TrEMBL,Uncharacterized protein ,104
8311,C1E5F7,TrEMBL,Uncharacterized protein ,104
8312,M5WN18,TrEMBL,Uncharacterized protein ,104
8313,A0A1S3XLV1,TrEMBL,N-alpha-acetyltransferase 40-like isoform X1 ,104
8314,B9T667,TrEMBL,N-acetyltransferase,104
8315,A0A151REY2,TrEMBL,N-acetyltransferase 11 ,104
8316,A0A1R3IA01,TrEMBL,Uncharacterized protein ,104
8317,A0A068TRS4,TrEMBL,Uncharacterized protein ,104
8318,A0A0K9PPU6,TrEMBL,N-acetyltransferase ,104
8319,A9NRE4,TrEMBL,Uncharacterized protein ,104
8320,W1PLX3,TrEMBL,Uncharacterized protein ,104
8321,A0A1Z5RQU0,TrEMBL,Uncharacterized protein ,104
8322,A0A0G4LKQ6,TrEMBL,Uncharacterized protein ,105
8323,S3C9H6,TrEMBL,Acyl-n-acyltransferase ,105
8324,A0A0B7JXK9,TrEMBL,Uncharacterized protein ,105
8325,G0S9P8,TrEMBL,Uncharacterized protein ,105
8326,A0A179HSL9,TrEMBL,Acyl-CoA N-acyltransferase ,105
8327,F7VWG3,TrEMBL,WGS project CABT00000000 data,105
8328,A0A024SB61,TrEMBL,Acetyltransferase ,105
8329,A0A179G732,TrEMBL,Acyl-CoA N-acyltransferase ,105
8330,A0A0B4F0I9,TrEMBL,Acetyltransferase ,105
8331,A0A0L0N979,TrEMBL,Uncharacterized protein ,105
8332,A0A0G4MHS3,TrEMBL,Uncharacterized protein ,105
8333,C7YLC2,TrEMBL,Uncharacterized protein ,105
8334,A0A135SRM2,TrEMBL,Acetyltransferase ,105
8335,A0A0A1TQI5,TrEMBL,Uncharacterized protein ,105
8336,A0A1J7IAJ3,TrEMBL,Uncharacterized protein ,105
8337,F0XP59,TrEMBL,Acetyltransferase ,105
8338,A0A0M8MZ87,TrEMBL,Uncharacterized protein ,105
8339,A0A084RX43,TrEMBL,Uncharacterized protein ,105
8340,L7JEH7,TrEMBL,Uncharacterized protein ,105
8341,R8BJ12,TrEMBL,Putative acyl-n-acyltransferase protein ,105
8342,A0A0F2MFR4,TrEMBL,Acetyltransferase ,105
8343,A0A168BW52,TrEMBL,Acyl-CoA N-acyltransferase ,105
8344,A0A167PDM4,TrEMBL,Acetyltransferase ,105
8345,G2QFD6,TrEMBL,Uncharacterized protein ,105
8346,A0A1I8C697,TrEMBL,Uncharacterized protein ,106
8347,F1L283,TrEMBL,N-acetyltransferase 6 ,106
8348,A0A1I7ZRG8,TrEMBL,Uncharacterized protein ,106
8349,A0A0N5CP84,TrEMBL,Uncharacterized protein ,106
8350,A0A182EGU5,TrEMBL,Uncharacterized protein ,106
8351,A0A1I8BPN3,TrEMBL,Uncharacterized protein ,106
8352,A0A183DFG0,TrEMBL,Uncharacterized protein ,106
8353,A0A0N4ZMB7,TrEMBL,Uncharacterized protein ,106
8354,A0A0R3PAB2,TrEMBL,Uncharacterized protein ,106
8355,H3DTW1,TrEMBL,Uncharacterized protein ,106
8356,A0A0N5C7Z4,TrEMBL,Uncharacterized protein ,106
8357,A0A0N5ADE7,TrEMBL,Uncharacterized protein ,106
8358,A0A0D6M661,TrEMBL,Acetyltransferase,106
8359,A0A0M3JTI5,TrEMBL,N-acetyltransferase 6 (inferred by orthology to a human protein) ,106
8360,A0A0N4U7M6,TrEMBL,Uncharacterized protein ,106
8361,A0A0D8XW13,TrEMBL,Acetyltransferase,106
8362,A0A1I8ELX2,TrEMBL,Acetyltransferase ,106
8363,A0A183FUG8,TrEMBL,Uncharacterized protein ,106
8364,W6NFD3,TrEMBL,GCN5-related N-acetyltransferase domain containing protein ,106
8365,E3LWV8,TrEMBL,Uncharacterized protein ,106
8366,A0A090LJ34,TrEMBL,GNAT domain and High mobility group box domain and Ribonuclease H-like domain and Acyl-CoA N-acyltransferase domain-containing protein ,106
8367,A0A0B2UU44,TrEMBL,N-acetyltransferase 6 ,106
8368,A0A016VEA6,TrEMBL,Uncharacterized protein ,106
8369,G0N2U9,TrEMBL,Uncharacterized protein ,106
8370,Q0U3Z7,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8371,G4N4J9,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8372,G2QWJ4,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8373,A0A1L9PAZ5,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8374,A0A084QLT5,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8375,A0A1U8QP02,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8376,A0A1V1TJL8,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8377,A0A177E3V6,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8378,B2ABR1,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8379,A0A0C4E8H8,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8380,Q2GUH1,TrEMBL,Iron-sulfur cluster assembly protein ,107
8381,A0A086THH2,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8382,A0A0U5GXC7,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8383,A0A1J7IL15,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8384,W7E8N6,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8385,A0A178A826,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8386,W3X5Y9,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8387,A0A1L9X724,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8388,M7SWK7,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8389,A0A1Y2AC97,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8390,G0S9X1,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8391,A0A178DHB2,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8392,A0A084R3D9,TrEMBL,Glucosamine 6-phosphate N-acetyltransferase ,107
8393,A0A1Y1NG75,TrEMBL,Uncharacterized protein ,108
8394,Q16US5,TrEMBL,AAEL009818-PA ,108
8395,A0A0Q9WKK6,TrEMBL,Uncharacterized protein,108
8396,E0VJ50,TrEMBL,Uncharacterized protein ,108
8397,A0A0C9RGJ7,TrEMBL,RimI protein ,108
8398,U4UV73,TrEMBL,Uncharacterized protein ,108
8399,A0A1J1J079,TrEMBL,CLUMA_CG017343,108
8400,A0A232ETN8,TrEMBL,Uncharacterized protein ,108
8402,A0A182H4U4,TrEMBL,Uncharacterized protein ,108
8403,T1GU27,TrEMBL,Uncharacterized protein ,108
8404,A0A212FAY6,TrEMBL,Uncharacterized protein ,108
8405,A0A0N0U5U1,TrEMBL,Uncharacterized protein ,108
8406,A0A0L7RHV4,TrEMBL,Uncharacterized protein ,108
8407,A0A1W4XJD1,TrEMBL,uncharacterized protein LOC108742052 isoform X1 ,108
8408,A0A195BN18,TrEMBL,Uncharacterized protein ,108
8409,A0A0L7LK05,TrEMBL,Uncharacterized protein ,108
8410,A0A088ALY8,TrEMBL,Uncharacterized protein ,108
8411,K7J9P5,TrEMBL,Uncharacterized protein ,108
8412,A0A1B0CIK4,TrEMBL,Uncharacterized protein ,108
8413,A0A182RAG9,TrEMBL,Uncharacterized protein ,108
8414,A0A1B6MQD7,TrEMBL,Uncharacterized protein ,108
8415,A0A1B0DBU7,TrEMBL,Uncharacterized protein ,108
8416,A0A016UCT4,TrEMBL,Uncharacterized protein ,109
